"state","communityname","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell"
45,"Newberrytown",0.02,0.87,0,0.43,0.31,0.26,0.81,0.02,0.01,0.01,0.02,0.97,0.01
13,"Decaturcity",0.02,0.73,0,0.37,0.59,0.57,0.5,0.06,0.08,0.07,0.06,0.95,0.03
19,"FortMadisoncity",0,0.16,0,0.18,0.13,0.11,0.09,0.01,0.01,0.01,0,0.94,0.05
42,"Logantownship",0,0.09,0,0,0.06,0.05,0.24,0,0.01,0,0.02,0.97,0.01
53,"Wenatcheecity",0.01,0.13,0.01,0.29,0.48,0.44,0.55,0.13,0.19,0.15,0.18,0.83,0.19
9,"NewHaventown",0.3,1,0.07,0.56,0.54,0.55,0.56,0.32,0.27,0.25,0.23,0.65,0.25
25,"Dracuttown",0,0.07,0.01,0.2,0.22,0.29,0.34,0.06,0.06,0.07,0.08,0.75,0.13
48,"Enniscity",0.01,0.26,0.01,0.27,0.28,0.57,0.72,0.13,0.11,0.21,0.25,0.62,0.27
6,"Marinacity",0.01,0.14,0.03,0.29,0.32,0.42,0.52,0.37,0.36,0.44,0.49,0.51,0.28
55,"Caledoniatown",0,0.09,0,0.2,0.15,0.12,0.23,0.04,0.03,0.02,0.04,0.92,0.02
25,"Westfieldcity",0.01,0.19,0.01,0.48,0.39,0.37,0.33,0.14,0.1,0.09,0.07,0.82,0.11
53,"Auburncity",0.02,0.24,0.01,0.34,0.3,0.31,0.37,0.12,0.09,0.09,0.09,0.9,0.06
25,"Andovertown",0,0.08,0.01,0.3,0.29,0.31,0.37,0.15,0.13,0.12,0.13,0.85,0.07
42,"Lebanoncity",0.02,0.31,0,0.53,0.43,0.39,0.39,0.09,0.06,0.05,0.05,0.84,0.15
6,"Visaliacity",0.05,0.3,0.06,0.47,0.5,0.54,0.65,0.37,0.35,0.34,0.37,0.59,0.41
6,"ElMontecity",0.17,0.75,0.34,0.51,0.58,0.63,0.7,1,1,1,1,0,1
39,"Xeniacity",0.01,0.21,0,0.22,0.2,0.19,0.3,0.02,0.01,0.01,0.02,0.97,0.01
6,"Napacity",0.01,0.12,0.04,0.46,0.56,0.6,0.59,0.35,0.38,0.37,0.33,0.73,0.3
6,"Bellflowercity",0.05,0.42,0.08,0.51,0.59,0.6,0.64,0.68,0.69,0.64,0.63,0.51,0.42
12,"NewPortRicheycity",0,0.14,0,0.07,0.06,0.15,0.22,0.02,0.02,0.04,0.05,0.88,0.04
45,"Spartanburgcity",0.09,0.91,0.01,0.5,0.45,0.43,0.47,0.08,0.07,0.06,0.06,0.94,0.04
55,"LaCrossecity",0.02,0.2,0.01,1,0.91,0.84,0.86,0.3,0.23,0.19,0.18,0.89,0.13
37,"Charlottecity",0.42,0.55,0.1,0.49,0.55,0.62,0.62,0.13,0.13,0.13,0.12,0.91,0.07
12,"Lakelandcity",0.06,0.39,0.02,0.24,0.28,0.28,0.36,0.07,0.07,0.07,0.08,0.9,0.06
18,"Carmelcity",0,0.02,0.01,0.31,0.46,0.51,0.56,0.08,0.1,0.1,0.1,0.91,0.06
34,"Somervilleborough",0.01,0.34,0.01,0.67,0.69,0.64,0.66,0.54,0.49,0.41,0.39,0.72,0.24
42,"Hamptontownship",0,0.04,0,0,0,0,0.14,0,0,0,0.01,0.94,0.02
45,"NorthCharlestoncity",0.08,0.7,0.01,0.37,0.37,0.47,0.48,0.06,0.05,0.06,0.06,0.91,0.04
29,"PoplarBluffcity",0.01,0.3,0,0.34,0.25,0.3,0.26,0.03,0.02,0.02,0.01,0.97,0.04
42,"EastLampetertownship",0,0.08,0,0.48,0.58,0.47,0.51,0.1,0.1,0.08,0.07,0.77,0.05
54,"Clarksburgcity",0.01,0.17,0,0.07,0.05,0.04,0.03,0,0,0,0,0.92,0.03
48,"Pecoscity",0.01,0.17,0.01,0.34,0.27,0.28,0.36,0.28,0.19,0.18,0.22,0,0.84
18,"LaPortecity",0.01,0.17,0,0,0.05,0.08,0.06,0,0.01,0.01,0.01,0.93,0.02
12,"WinterHavencity",0.03,0.38,0.01,0.27,0.3,0.42,0.43,0.08,0.07,0.09,0.09,0.91,0.04
51,"Richmondcity",0.43,1,0.02,0.36,0.44,0.49,0.52,0.05,0.05,0.05,0.05,0.95,0.03
9,"Cheshiretown",0,0.03,0.01,0.23,0.25,0.27,0.33,0.08,0.08,0.08,0.08,0.88,0.04
44,"Coventrytown",0.01,0.1,0.01,0.08,0.06,0.13,0.17,0.02,0.01,0.02,0.02,0.88,0.05
47,"OakRidgecity",0.01,0.11,0.01,0.72,0.59,0.6,0.56,0.18,0.13,0.12,0.1,0.92,0.06
1,"Montgomerycity",0.26,0.64,0.02,0.29,0.39,0.42,0.45,0.03,0.04,0.04,0.04,0.95,0.03
29,"Overlandcity",0.01,0.21,0,0.26,0.37,0.55,0.57,0.05,0.06,0.08,0.07,0.96,0.06
29,"Maryvillecity",0,0.12,0,0.96,1,0.93,0.84,0.1,0.09,0.07,0.06,0.96,0.05
25,"Greenfieldtown",0.01,0.24,0,0.32,0.48,0.44,0.37,0.05,0.07,0.05,0.04,0.92,0.03
25,"Stoughtontown",0.01,0.1,0.02,0.16,0.17,0.14,0.16,0.13,0.11,0.09,0.09,0.74,0.2
47,"Kingsportcity",0.01,0.14,0,0.15,0.3,0.35,0.35,0.01,0.03,0.03,0.02,0.97,0.01
12,"WiltonManorscity",0.01,0.26,0.01,0.51,0.56,0.56,0.57,0.5,0.48,0.44,0.42,0.73,0.28
18,"MichiganCitycity",0.04,0.52,0,0.07,0.1,0.2,0.23,0.01,0.01,0.02,0.02,0.91,0.05
25,"EastBridgewatertown",0,0.1,0,0.28,0.25,0.26,0.22,0.07,0.05,0.05,0.04,0.93,0.02
6,"Pittsburgcity",0.04,0.41,0.06,0.45,0.51,0.59,0.62,0.59,0.58,0.62,0.6,0.51,0.4
1,"PhenixCitycity",0.04,0.62,0,0.15,0.11,0.14,0.58,0.01,0.01,0.01,0.03,0.96,0.04
9,"Stratfordtown",0.02,0.18,0.02,0.1,0.15,0.18,0.18,0.04,0.06,0.06,0.06,0.82,0.06
9,"Plainfieldtown",0,0.15,0,0.13,0.12,0.14,0.16,0.03,0.02,0.03,0.03,0.88,0.04
38,"Bismarckcity",0.01,0.11,0,0.19,0.15,0.21,0.27,0.02,0.01,0.01,0.02,0.86,0.04
48,"Stephenvillecity",0,0.08,0,0.23,0.49,0.59,0.63,0.04,0.07,0.08,0.08,0.88,0.08
25,"Dennistown",0.01,0.19,0,0.1,0.09,0.11,0.11,0.03,0.02,0.02,0.02,0.92,0.03
42,"Dunmoreborough",0,0.06,0,0.08,0.17,0.14,0.12,0.01,0.02,0.01,0.01,0.91,0.04
8,"Englewoodcity",0.01,0.18,0.01,0.43,0.49,0.51,0.5,0.11,0.11,0.11,0.1,0.89,0.08
34,"Carteretborough",0.01,0.32,0.02,0.4,0.37,0.42,0.46,0.37,0.3,0.3,0.31,0.52,0.33
48,"LaMarquecity",0.01,0.23,0,0.26,0.42,0.48,0.5,0.05,0.07,0.08,0.07,0.85,0.07
34,"LongBranchcity",0.03,0.52,0.02,0.48,0.54,0.5,0.51,0.36,0.35,0.3,0.28,0.63,0.35
33,"Bedfordtown",0,0.01,0,0,0.1,0.14,0.12,0,0.03,0.03,0.03,0.79,0.01
48,"Greenvillecity",0.01,0.22,0,0.49,0.65,0.67,0.64,0.1,0.12,0.11,0.1,0.9,0.08
25,"Westporttown",0,0.08,0,0,0,0,0.04,0,0,0,0.01,0.77,0.15
34,"Lowertownship",0.01,0.19,0,0.06,0.16,0.13,0.14,0.01,0.02,0.01,0.01,0.92,0.04
51,"Williamsburgcity",0.01,0.53,0,0.76,0.66,0.62,0.58,0.26,0.2,0.17,0.14,0.89,0.03
42,"UpperAllentownship",0,0.03,0,0.38,0.41,0.5,0.42,0.09,0.08,0.09,0.07,0.92,0.03
42,"Allentowncity",0.11,0.49,0.04,0.43,0.47,0.48,0.52,0.18,0.17,0.16,0.15,0.71,0.24
39,"Libertytownship",0.01,0.09,0.01,0.39,0.3,0.27,0.25,0.1,0.07,0.06,0.05,0.86,0.03
34,"Sayrevilleborough",0.01,0.13,0.02,0.18,0.23,0.31,0.34,0.1,0.11,0.14,0.14,0.75,0.08
6,"LongBeachcity",0.47,0.6,0.7,0.47,0.55,0.65,0.74,0.8,0.82,0.88,0.92,0.43,0.63
34,"Montvilletownship",0,0,0.01,0.3,0.3,0.32,0.28,0.22,0.19,0.19,0.15,0.73,0.1
6,"Fillmorecity",0,0.18,0.02,0.33,0.39,0.43,0.44,0.59,0.6,0.6,0.56,0.14,1
53,"Vancouvercity",0.03,0.3,0.01,0.27,0.37,0.44,0.44,0.09,0.11,0.12,0.11,0.89,0.08
39,"Delawarecity",0.01,0.17,0,0.67,0.64,0.52,0.46,0.09,0.08,0.06,0.05,0.96,0.01
1,"FortPaynecity",0,0.13,0,0.24,1,0.99,0.84,0.01,0.04,0.03,0.02,0.99,0.02
1,"Northportcity",0.02,0.45,0,0.3,0.55,0.45,0.67,0.02,0.04,0.03,0.04,0.96,0.02
13,"Daltoncity",0.01,0.16,0.01,0.71,0.88,0.84,0.85,0.27,0.29,0.25,0.23,0.87,0.2
40,"Bethanycity",0,0.09,0,0.37,0.43,0.39,0.4,0.07,0.07,0.06,0.06,0.93,0.04
6,"BeverlyHillscity",0.01,0.08,0.07,0.32,0.39,0.45,0.5,0.78,0.83,0.88,0.9,0.38,0.31
48,"Baytowncity",0.03,0.22,0.04,0.29,0.33,0.4,0.47,0.2,0.2,0.22,0.24,0.63,0.3
39,"Zanesvillecity",0.02,0.32,0,0.29,0.21,0.17,0.3,0.02,0.01,0.01,0.01,0.97,0.02
34,"MountLaureltownship",0,0.05,0.01,0.21,0.18,0.26,0.29,0.07,0.05,0.07,0.07,0.89,0.03
25,"Belmonttown",0,0.03,0.02,0.5,0.44,0.47,0.45,0.43,0.34,0.32,0.28,0.72,0.12
29,"Arnoldcity",0,0.06,0,0.15,0.11,0.09,0.08,0.01,0,0,0,0.98,0.02
34,"Gloucestertownship",0.02,0.19,0.01,0.25,0.28,0.32,0.38,0.06,0.06,0.06,0.06,0.91,0.04
34,"Bayonnecity",0.03,0.2,0.05,0.26,0.32,0.37,0.4,0.22,0.23,0.25,0.25,0.63,0.24
39,"Cantoncity",0.09,0.42,0.01,0.17,0.15,0.16,0.17,0.03,0.02,0.02,0.02,0.91,0.05
34,"NorthPlainfieldborough",0.01,0.17,0.02,0.24,0.31,0.48,0.52,0.24,0.28,0.39,0.38,0.63,0.24
36,"NiagaraFallscity",0.08,0.5,0.03,0.11,0.11,0.11,0.12,0.05,0.04,0.04,0.04,0.86,0.06
37,"Monroecity",0.03,0.91,0,0.31,0.23,0.41,0.45,0.01,0.01,0.01,0.01,0.97,0.03
6,"Sangercity",0.02,0.46,0.03,0.32,0.47,0.49,0.57,0.54,0.68,0.65,0.69,0,1
39,"Brooklyncity",0,0.08,0.01,0.06,0.09,0.12,0.18,0.04,0.05,0.06,0.08,0.77,0.08
6,"Ukiahcity",0.01,0.2,0.01,0.69,0.79,0.75,0.69,0.31,0.31,0.27,0.23,0.81,0.2
21,"Georgetowncity",0,0.21,0,0.74,0.54,0.44,0.63,0.04,0.02,0.02,0.02,0.96,0.02
40,"Duncancity",0,0.09,0,0.47,0.46,0.39,0.47,0.08,0.07,0.05,0.06,0.94,0.07
23,"Biddefordcity",0.01,0.2,0.01,0.17,0.22,0.23,0.21,0.06,0.06,0.06,0.05,0.38,0.09
48,"Killeencity",0.03,0.32,0.04,0.34,0.38,0.46,0.46,0.2,0.2,0.22,0.2,0.69,0.1
6,"Antiochcity",0.03,0.28,0.03,0.27,0.33,0.4,0.46,0.14,0.16,0.17,0.18,0.77,0.15
4,"Nogalescity",0.02,0.42,0.06,0.38,0.43,0.43,0.44,1,1,1,1,0,1
19,"Oskaloosacity",0.01,0.23,0,0.14,0.4,0.33,0.28,0.01,0.03,0.02,0.02,0.97,0.02
47,"Hendersonvillecity",0,0.07,0,0.48,0.59,0.51,0.68,0.06,0.07,0.05,0.06,0.96,0.02
34,"Glassboroborough",0.01,0.5,0,0.25,0.52,0.47,0.43,0.07,0.13,0.1,0.09,0.89,0.06
6,"SanGabrielcity",0.02,0.29,0.11,0.48,0.53,0.62,0.69,1,1,1,1,0,1
39,"HuberHeightscity",0.01,0.11,0.01,0.47,0.62,0.59,0.58,0.08,0.09,0.08,0.07,0.94,0.04
48,"Hurstcity",0.01,0.11,0.01,0.36,0.49,0.48,0.58,0.09,0.11,0.1,0.11,0.9,0.06
34,"Westfieldtown",0,0.04,0.02,0.4,0.43,0.49,0.44,0.26,0.24,0.25,0.21,0.81,0.08
34,"AtlanticCitycity",0.13,1,0.03,0.31,0.39,0.51,0.57,0.22,0.24,0.28,0.29,0.6,0.36
48,"Palestinecity",0.01,0.26,0,0.39,0.43,0.53,0.61,0.1,0.09,0.1,0.11,0.86,0.11
42,"Haverfordtownship",0.01,0.06,0.02,0.24,0.23,0.26,0.27,0.11,0.09,0.09,0.09,0.85,0.06
49,"Provocity",0.01,0.08,0.03,1,0.93,0.94,0.86,0.38,0.31,0.29,0.24,0.84,0.05
39,"Westervillecity",0,0.06,0,0.27,0.29,0.43,0.42,0.03,0.03,0.04,0.03,0.97,0.01
9,"WestHaventown",0.03,0.29,0.03,0.31,0.36,0.44,0.48,0.18,0.18,0.21,0.21,0.79,0.1
48,"Portlandcity",0,0.14,0,0.09,0.06,0.15,0.21,0.01,0.01,0.01,0.02,0.64,0.09
34,"Dovertownship",0.01,0.08,0.03,0.13,0.17,0.17,0.18,0.05,0.05,0.05,0.05,0.86,0.05
39,"Perkinstownship",0,0.15,0,0.06,0.26,0.21,0.28,0.01,0.03,0.02,0.03,0.94,0.03
25,"Harvardtown",0,0.05,0,0.38,0.43,0.43,0.46,0.12,0.12,0.11,0.11,0.83,0.01
36,"NorthTonawandacity",0.01,0.14,0.01,0.09,0.1,0.13,0.14,0.02,0.02,0.02,0.03,0.9,0.04
55,"Menashacity",0.01,0.2,0,0.12,0.14,0.32,0.48,0.01,0.01,0.03,0.04,0.95,0.06
55,"GreenBaycity",0.05,0.23,0.02,0.59,0.56,0.55,0.69,0.1,0.08,0.07,0.09,0.93,0.09
53,"Seattlecity",0.27,0.31,0.45,0.45,0.48,0.54,0.57,0.42,0.39,0.39,0.38,0.74,0.2
8,"Greeleycity",0.03,0.22,0.02,0.47,0.6,0.62,0.64,0.16,0.17,0.16,0.16,0.76,0.2
34,"HasbrouckHeightsborough",0,0.08,0.01,0.32,0.38,0.44,0.41,0.26,0.27,0.29,0.25,0.73,0.1
53,"Pullmancity",0,0.16,0.02,1,1,1,0.9,0.75,0.68,0.58,0.47,0.81,0.07
9,"Cromwelltown",0,0.04,0,0.05,0.2,0.2,0.22,0.02,0.08,0.07,0.07,0.81,0.08
39,"Woostercity",0.01,0.17,0,0.69,0.69,0.64,0.61,0.11,0.1,0.08,0.07,0.95,0.01
46,"Aberdeencity",0.01,0.12,0,0.43,0.32,0.26,0.45,0.03,0.02,0.02,0.02,0.89,0.04
39,"Madisontownship",0,0.12,0,0.16,0.33,0.27,0.28,0.02,0.04,0.03,0.03,0.96,0.01
49,"Oremcity",0,0.03,0.01,0.51,0.5,0.57,0.57,0.11,0.09,0.1,0.09,0.9,0.04
36,"Genevacity",0.01,0.37,0,0.27,0.43,0.43,0.43,0.04,0.06,0.06,0.05,0.86,0.07
25,"Peabodycity",0.02,0.19,0.04,0.22,0.27,0.28,0.29,0.18,0.19,0.18,0.17,0.71,0.23
34,"SaddleBrooktownship",0,0.04,0.01,0.2,0.25,0.27,0.28,0.14,0.16,0.15,0.15,0.72,0.07
18,"Logansportcity",0,0.11,0,0.15,0.11,0.22,0.19,0.01,0.01,0.01,0.01,0.98,0.01
40,"Mustangcity",0,0.01,0,0.18,0.13,0.26,0.22,0.01,0.01,0.01,0.01,0.98,0.01
1,"Enterprisecity",0.01,0.22,0,0.54,0.49,0.45,0.45,0.12,0.09,0.08,0.07,0.91,0.03
29,"Fergusoncity",0.01,0.28,0,0.06,0.08,0.37,0.41,0,0.01,0.03,0.03,0.97,0.02
1,"Birminghamcity",0.45,0.73,0.02,0.67,0.69,0.7,0.67,0.06,0.05,0.05,0.04,0.95,0.02
41,"Newbergcity",0,0.09,0,0.32,0.61,0.58,0.54,0.1,0.17,0.15,0.13,0.88,0.11
41,"Keizercity",0.01,0.16,0.01,0.23,0.37,0.47,0.49,0.07,0.1,0.12,0.11,0.89,0.07
18,"SouthBendcity",0.12,0.49,0.02,0.33,0.42,0.41,0.4,0.08,0.09,0.08,0.07,0.85,0.07
42,"Eriecity",0.11,0.45,0.02,0.19,0.18,0.19,0.22,0.03,0.03,0.02,0.03,0.88,0.08
48,"Uvaldecity",0,0.12,0.01,0.23,0.26,0.3,0.36,0.21,0.2,0.21,0.23,0,0.83
48,"CollegeStationcity",0.01,0.24,0.03,0.91,0.93,0.91,0.85,0.58,0.52,0.47,0.4,0.78,0.07
29,"Florissantcity",0.01,0.1,0,0.29,0.21,0.25,0.28,0.03,0.02,0.02,0.02,0.96,0.02
48,"Texarkanacity",0.04,0.47,0,0.37,0.34,0.55,0.5,0.02,0.02,0.02,0.02,0.97,0.03
13,"Smyrnacity",0.01,0.23,0.01,0.58,0.71,0.74,0.71,0.24,0.26,0.24,0.22,0.86,0.1
55,"SunPrairiecity",0.01,0.16,0,0.2,0.18,0.16,0.17,0.01,0.01,0.01,0.01,0.95,0.02
33,"Hudsontown",0,0.11,0.01,0.26,0.3,0.34,0.34,0.08,0.09,0.09,0.08,0.86,0.04
13,"Gainesvillecity",0.02,0.64,0.01,0.87,0.9,0.96,0.95,0.54,0.49,0.47,0.43,0.84,0.19
6,"LaCanadaFlintridgecity",0,0.08,0.02,0.3,0.34,0.4,0.43,0.33,0.32,0.35,0.34,0.68,0.15
9,"Glastonburytown",0,0.05,0.01,0.22,0.29,0.31,0.3,0.11,0.12,0.12,0.1,0.85,0.04
49,"Tooelecity",0.01,0.16,0,0.36,0.26,0.21,0.18,0.04,0.03,0.02,0.02,0.88,0.04
34,"Englewoodcity",0.03,0.61,0.04,0.34,0.41,0.47,0.51,0.6,0.62,0.65,0.65,0.55,0.44
45,"NorthAugustacity",0.01,0.45,0,0.33,0.24,0.26,0.28,0.03,0.02,0.02,0.02,0.98,0.01
42,"Readingcity",0.12,0.72,0.02,0.42,0.5,0.57,0.56,0.13,0.13,0.14,0.12,0.65,0.33
47,"Colliervilletown",0.01,0.24,0,0.49,0.36,0.36,0.49,0.04,0.03,0.03,0.03,0.97,0.03
34,"Cranfordtownship",0,0.08,0.01,0.13,0.14,0.17,0.19,0.07,0.07,0.07,0.07,0.83,0.06
8,"Durangocity",0,0.18,0,1,0.77,0.63,0.6,0.12,0.08,0.06,0.05,0.83,0.08
34,"Elizabethcity",0.16,0.73,0.27,0.37,0.45,0.5,0.58,0.96,1,1,1,0,1
48,"Brenhamcity",0.01,0.45,0,0.2,0.34,0.74,0.82,0.03,0.05,0.1,0.1,0.86,0.09
6,"Chinocity",0.03,0.31,0.07,0.27,0.33,0.39,0.45,0.32,0.35,0.37,0.39,0.47,0.36
48,"Kilgorecity",0.01,0.23,0,0.51,0.63,0.74,0.69,0.09,0.1,0.1,0.09,0.93,0.12
6,"MorenoValleycity",0.06,0.26,0.1,0.33,0.42,0.45,0.49,0.28,0.32,0.31,0.31,0.63,0.25
39,"Sylvaniacity",0,0.1,0,0.07,0.18,0.25,0.25,0.01,0.03,0.04,0.04,0.92,0.03
6,"SanMarinocity",0,0.05,0.02,0.37,0.43,0.59,0.62,0.75,0.76,0.94,0.91,0.4,0.33
53,"OakHarborcity",0,0.07,0.01,0.53,0.51,0.54,0.52,0.28,0.24,0.23,0.2,0.81,0.07
37,"Jacksonvillecity",0.01,0.25,0.01,0.41,0.4,0.54,0.55,0.12,0.1,0.13,0.12,0.87,0.05
48,"Conroecity",0.01,0.23,0.02,0.54,0.62,0.72,0.85,0.39,0.39,0.41,0.44,0.71,0.4
48,"Colleyvillecity",0,0.03,0,0.54,0.52,0.48,0.51,0.13,0.11,0.09,0.09,0.93,0.03
16,"Lewistoncity",0.01,0.08,0,0.53,0.44,0.39,0.38,0.05,0.04,0.03,0.03,0.97,0.02
48,"Brownsvillecity",0.09,0.35,0.19,0.26,0.3,0.36,0.46,0.53,0.54,0.58,0.69,0,1
42,"Phoenixvilleborough",0.01,0.22,0,0.03,0.15,0.14,0.23,0.01,0.03,0.03,0.04,0.88,0.07
51,"Fredericksburgcity",0.02,0.54,0,0.67,0.59,0.61,0.67,0.14,0.1,0.1,0.1,0.94,0.07
12,"Hallandalecity",0.03,0.33,0.05,0.16,0.23,0.3,0.33,0.27,0.35,0.42,0.42,0.56,0.18
39,"Mansfieldcity",0.04,0.38,0.01,0.15,0.17,0.16,0.16,0.03,0.03,0.02,0.02,0.92,0.04
55,"Milwaukeecity",1,0.98,0.2,0.37,0.37,0.4,0.44,0.12,0.11,0.11,0.11,0.82,0.12
22,"Pinevillecity",0.01,0.24,0,0.07,0.78,0.93,0.91,0.01,0.11,0.12,0.11,0.89,0.06
48,"GalenaParkcity",0.01,0.24,0.01,0.37,0.33,0.33,0.42,0.5,0.39,0.35,0.41,0.25,0.62
6,"LosBanoscity",0.01,0.24,0.02,0.29,0.29,0.36,0.44,0.34,0.3,0.34,0.38,0.38,0.5
4,"Avondalecity",0.02,0.44,0.01,0.45,0.47,0.5,0.49,0.33,0.3,0.29,0.26,0.25,0.53
27,"ColumbiaHeightscity",0.01,0.28,0,0.48,0.48,0.55,0.55,0.13,0.11,0.12,0.11,0.91,0.06
8,"CommerceCitycity",0.02,0.37,0,0.5,0.48,0.45,0.44,0.13,0.11,0.09,0.08,0.69,0.17
37,"RockyMountcity",0.1,0.79,0,0.32,0.42,0.54,0.46,0.02,0.02,0.02,0.02,0.96,0.04
6,"MenloParkcity",0.02,0.4,0.03,0.36,0.37,0.43,0.5,0.4,0.37,0.39,0.41,0.72,0.16
12,"FortPiercecity",0.08,0.91,0.02,0.35,0.52,0.57,0.73,0.22,0.3,0.3,0.35,0.81,0.18
36,"Middletowncity",0.03,0.53,0.02,0.43,0.44,0.45,0.52,0.3,0.27,0.25,0.26,0.69,0.26
37,"Morgantoncity",0.01,0.28,0,0.3,0.55,0.51,0.44,0.02,0.03,0.03,0.02,0.98,0.02
24,"Baltimorecity",1,1,0.16,0.4,0.41,0.46,0.46,0.09,0.08,0.08,0.07,0.9,0.06
34,"Gallowaytownship",0.01,0.2,0.01,0.14,0.23,0.36,0.35,0.04,0.06,0.08,0.07,0.85,0.06
12,"Sebastiancity",0,0.14,0,0.06,0.1,0.14,0.21,0.02,0.03,0.04,0.06,0.91,0.03
18,"Greenfieldcity",0,0.08,0,0.23,0.17,0.21,0.18,0.02,0.01,0.02,0.01,0.96,0.03
34,"Fairviewborough",0,0.24,0.02,0.48,0.44,0.42,0.46,0.97,0.78,0.68,0.67,0.29,0.51
25,"Sandwichtown",0,0.05,0,0.14,0.18,0.18,0.16,0.03,0.04,0.03,0.03,0.93,0.02
48,"Borgercity",0.01,0.16,0.01,0.44,0.41,0.49,0.69,0.17,0.14,0.15,0.19,0.8,0.18
1,"Annistoncity",0.04,0.55,0,0.22,0.28,0.45,0.4,0.02,0.02,0.03,0.03,0.95,0.02
25,"Everettcity",0.02,0.23,0.03,0.36,0.41,0.41,0.4,0.29,0.29,0.26,0.23,0.74,0.2
34,"NorthArlingtonborough",0,0.09,0.01,0.18,0.21,0.27,0.32,0.19,0.19,0.23,0.24,0.68,0.21
21,"Covingtoncity",0.05,0.51,0,0.29,0.26,0.25,0.3,0.01,0.01,0.01,0.01,0.97,0.02
42,"Springtownship",0,0.12,0,0.22,0.16,0.21,0.25,0.05,0.03,0.04,0.04,0.91,0.02
48,"WhiteSettlementcity",0.01,0.21,0,0.25,0.33,0.28,0.28,0.05,0.06,0.05,0.04,0.9,0.04
42,"Cranberrytownship",0,0.05,0,0.28,0.2,0.21,0.35,0.03,0.02,0.02,0.03,0.98,0.01
45,"Andersoncity",0.04,0.64,0,0.39,0.34,0.33,0.28,0.02,0.01,0.01,0.01,0.97,0.03
48,"NewBraunfelscity",0,0.07,0.01,0.23,0.39,0.45,0.51,0.08,0.12,0.12,0.13,0.39,0.31
6,"Oceansidecity",0.07,0.28,0.13,0.43,0.51,0.54,0.56,0.48,0.49,0.48,0.45,0.59,0.4
44,"Westerlytown",0,0.09,0.01,0.06,0.09,0.13,0.21,0.02,0.03,0.04,0.06,0.81,0.06
6,"Sacramentocity",0.34,0.45,0.34,0.39,0.42,0.48,0.62,0.37,0.35,0.37,0.44,0.59,0.39
55,"BrownDeervillage",0,0.04,0,0.24,0.22,0.31,0.31,0.08,0.06,0.08,0.07,0.89,0.05
28,"Meridiancity",0.08,0.74,0,0.29,0.35,0.51,0.51,0.01,0.01,0.01,0.01,0.98,0.01
23,"Windhamtown",0,0.17,0,0.16,0.22,0.4,0.34,0.02,0.03,0.05,0.04,0.93,0
34,"WestPatersonborough",0,0.1,0.01,0.21,0.23,0.31,0.34,0.23,0.21,0.26,0.27,0.57,0.25
36,"Romecity",0.02,0.22,0.01,0.19,0.23,0.26,0.33,0.06,0.06,0.06,0.08,0.85,0.07
9,"RockyHilltown",0,0.12,0.01,0.15,0.15,0.18,0.24,0.09,0.08,0.09,0.11,0.76,0.09
6,"SouthSanFranciscodivision",0.11,0.2,0.58,0.33,0.38,0.47,0.52,0.71,0.72,0.81,0.82,0.31,0.4
8,"GrandJunctioncity",0.01,0.13,0.01,0.28,0.33,0.39,0.42,0.07,0.07,0.08,0.07,0.86,0.07
12,"Longwoodcity",0,0.16,0.01,0.45,0.59,0.62,0.59,0.23,0.27,0.25,0.22,0.82,0.12
47,"Columbiacity",0.04,0.55,0,0.48,0.67,0.6,0.62,0.02,0.02,0.02,0.02,0.98,0.02
5,"Paragouldcity",0,0.05,0,0,0,0,0,0,0,0,0,1,0.02
39,"Vandaliacity",0,0.05,0,0,0,0.27,0.42,0,0,0.02,0.03,0.97,0.02
48,"Galvestoncity",0.07,0.58,0.03,0.3,0.32,0.39,0.51,0.16,0.15,0.17,0.2,0.66,0.2
47,"Tullahomacity",0.01,0.13,0,0.08,0.28,0.23,0.35,0.01,0.03,0.02,0.03,0.97,0.02
1,"Ozarkcity",0.01,0.2,0,0.06,0.04,0.08,0.15,0.01,0.01,0.01,0.02,0.95,0.01
34,"Irvingtontownship",0.14,1,0.08,0.34,0.44,0.53,0.61,0.47,0.53,0.58,0.61,0.59,0.3
34,"Ridgewoodvillage",0.01,0.11,0.02,0.45,0.49,0.56,0.56,0.43,0.41,0.43,0.39,0.76,0.12
39,"Centervillecity",0,0.1,0.01,0.31,0.29,0.29,0.29,0.08,0.07,0.06,0.06,0.92,0.04
47,"Brownsvillecity",0.02,0.78,0,0,0,0.25,0.31,0,0,0.01,0.01,0.97,0.03
55,"Manitowoccity",0.01,0.11,0.01,0.83,0.7,0.61,0.75,0.16,0.12,0.09,0.1,0.91,0.1
37,"Kannapoliscity",0.02,0.28,0,0.23,0.62,0.57,0.69,0.01,0.02,0.02,0.02,0.97,0.02
18,"Richmondcity",0.03,0.28,0,0.35,0.41,0.45,0.49,0.02,0.02,0.02,0.02,0.96,0.03
48,"Wacocity",0.08,0.38,0.03,0.37,0.4,0.5,0.6,0.12,0.11,0.13,0.14,0.76,0.16
49,"Springvillecity",0,0.05,0,0.23,0.24,0.23,0.24,0.02,0.02,0.02,0.02,0.95,0.02
